CPU_MEM_TOTAL: 394153280
CPUS_ON_NODE: 48
CPUS_ON_NODE: 48
REQUESTED_CPUS: 1
REQUESTED_CPUS: 1
REQUESTED_NODES 1
REQUESTED_NODES 1
NODE_NAME: c276
NODE_NAME: c276
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
65  0 349900 371693312   1720 4622460    0    0     0  2123 54358 5858443 63  8 29  0  0
64  0 349900 371693312   1720 4622460    0    0     0  2123 54358 5858466 63  8 29  0  0
89  0 349900 371591744   1720 4623516    0    0     0  2908 55850 8254465 64 10 26  0  0
88  0 349900 371591744   1720 4623516    0    0     0  2908 55850 8254595 64 10 26  0  0
55  0 349900 371490816   1720 4659992    0    0     0  3417 58553 9507453 64 10 25  0  0
54  0 349900 371490816   1720 4659992    0    0     0  3417 58553 9507299 64 10 25  0  0
91  0 349900 371353024   1720 4679272    0    0     0  2286 51238 9346141 63 10 26  0  0
90  0 349900 371353024   1720 4679272    0    0     0  2286 51239 9346196 63 10 26  0  0
96  0 349900 371475488   1720 4677292    0    0     0  3070 51239 9589906 63 10 27  0  0
95  0 349900 371475488   1720 4677292    0    0     0  3070 51238 9589995 63 10 27  0  0
30  0 349900 371476448   1720 4703332    0    0     0  4025 60107 5898232 65  8 28  0  0
29  0 349900 371476448   1720 4703332    0    0     0  4025 60107 5897886 65  8 28  0  0
57  0 349900 371221312   1720 4738116    0    0     0  3312 57911 5762306 64  8 28  0  0
56  0 349900 371221312   1720 4738116    0    0     0  3312 57911 5762544 64  8 28  0  0
58  0 349900 370990464   1720 4762808    0    0     0  2398 52816 4504458 64  8 29  0  0
57  0 349900 370990464   1720 4762808    0    0     0  2398 52816 4504316 64  8 29  0  0
56  0 349900 372219968   1720 4604168    0    0     0  2660 48862 4174369 60  7 33  0  0
55  0 349900 372219968   1720 4604168    0    0     0  2660 48862 4174471 60  7 33  0  0
62  0 349900 372224288   1720 4615936    0    0     0  3906 56953 4922359 62  7 30  0  0
60  0 349900 372224288   1720 4615936    0    0     0  3906 56954 4922347 62  7 30  0  0
59  0 349900 371851584   1720 4656004    0    0     0  3698 65391 5302821 66  7 27  0  0
58  0 349900 371851584   1720 4656004    0    0     0  3698 65390 5302780 66  7 27  0  0
58  0 349900 371533920   1720 4694752    0    0     0  3132 61993 5610274 66  7 26  0  0
57  0 349900 371533920   1720 4694752    0    0     0  3132 61993 5610328 66  7 26  0  0
66  0 349900 371487840   1720 4724524    0    0     0  3955 61124 4829610 66  7 27  0  0
65  0 349900 371487840   1720 4724524    0    0     0  3955 61124 4829660 66  7 27  0  0
34  0 349900 371469376   1720 4737720    0    0     0  3018 52052 1792580 62  4 34  0  0
33  0 349900 371469376   1720 4737720    0    0     0  3018 52052 1792330 62  4 34  0  0
59  0 349900 371533792   1720 4756788    0    0     0  5469 56117 641139 64  2 34  0  0
58  0 349900 371533792   1720 4756788    0    0     0  5469 56117 641289 64  2 34  0  0
57  0 349900 371299168   1720 4795400    0    0     0  4509 63962 3804363 68  5 27  0  0
56  0 349900 371299168   1720 4795400    0    0     0  4509 63961 3804389 68  5 27  0  0
68  0 349900 371217088   1720 4825880    0    0     0  2260 48244 3607285 62  5 33  0  0
64  0 349900 371217088   1720 4825880    0    0     0  2260 48247 3607270 62  5 33  0  0
61  0 349900 371410336   1720 4828924    0    0     0  4062 54748 2290511 63  5 32  0  0
60  0 349900 371410336   1720 4828924    0    0     0  4062 54745 2290399 63  5 32  0  0
35  0 349900 371257824   1720 4862704    0    0     0  4377 57565 747195 66  4 30  0  0
34  0 349900 371257824   1720 4862704    0    0     0  4377 57565 747146 66  4 30  0  0
33  0 349900 371156256   1720 4891224    0    0     0  3899 59296 75462 65  2 33  0  0
32  0 349900 371156256   1720 4891224    0    0     0  3899 59296 75464 65  2 33  0  0
28  0 349900 370961568   1720 4929652    0    0     0  4424 55162 68315 63  2 34  0  0
27  0 349900 370961568   1720 4929652    0    0     0  4424 55162 68313 63  2 34  0  0
42  0 349900 371070784   1720 4948364    0    0     0  3061 59397 87828 65  2 33  0  0
41  0 349900 371073792   1720 4948364    0    0     0  3061 59397 87828 65  2 33  0  0
32  0 349900 372003840   1720 4806864    0    0     0  4169 56691 89572 62  1 36  0  0
31  0 349900 372003840   1720 4806864    0    0     0  4169 56691 89572 62  1 36  0  0
28  0 349900 371903584   1720 4834152    0    0     0  3843 54933 80822 63  1 36  0  0
27  0 349900 371903584   1720 4834152    0    0     0  3843 54933 80822 63  1 36  0  0
30  0 349900 371994176   1720 4852192    0    0     0  3731 52442 64896 62  1 37  0  0
29  0 349900 371994176   1720 4852192    0    0     0  3731 52442 64896 62  1 37  0  0
30  0 349900 371822592   1720 4883528    0    0     0  3786 48682 52766 59  1 40  0  0
29  0 349900 371822592   1720 4883528    0    0     0  3786 48682 52766 59  1 40  0  0
39  0 349900 371703360   1720 4909080    0    0     0  2558 55000 73066 64  2 34  0  0
38  0 349900 371703360   1720 4909080    0    0     0  2558 55000 73069 64  2 34  0  0
34  0 349900 371922080   1720 4945136    0    0     0  4289 57434 78884 64  2 34  0  0
31  0 349900 371922080   1720 4945136    0    0     0  4289 57440 78901 64  2 34  0  0
29  0 349900 372054560   1720 4966412    0    0     0  3723 68369 104752 65  3 32  0  0
27  0 349900 372054560   1720 4966412    0    0     0  3723 68362 104732 65  3 32  0  0
32  0 349900 372002720   1720 4996784    0    0     0  1805 58643 88108 62  2 36  0  0
32  0 349900 372002720   1720 4996784    0    0     0  1805 58655 88132 62  2 36  0  0
30  0 349900 371593952   1720 5022032    0    0     0  3057 46865 50289 63  2 35  0  0
29  0 349900 371593952   1720 5022032    0    0     0  3057 46853 50266 63  2 35  0  0
34  0 349900 371527584   1720 5041284    0    0     0  2836 45283 45797 63  2 35  0  0
33  0 349900 371527584   1720 5041284    0    0     0  2836 45283 45797 63  2 35  0  0
29  0 349900 371590752   1720 5065296    0    0     0  2953 41709 45569 62  2 36  0  0
28  0 349900 371590752   1720 5065296    0    0     0  2953 41709 45569 62  2 36  0  0
32  0 349900 371444896   1720 5088860    0    0     0  1909 46833 51363 63  2 35  0  0
31  0 349900 371444896   1720 5088860    0    0     0  1909 46844 51385 63  2 35  0  0
31  0 349900 371902976   1720 5105440    0    0     0  1759 41701 36933 61  2 37  0  0
30  0 349900 371902976   1720 5105440    0    0     0  1759 41690 36911 61  2 37  0  0
29  0 349900 371561216   1720 5116876    0    0     0  2214 46878 49314 63  3 34  0  0
28  0 349900 371561216   1720 5116876    0    0     0  2214 46878 49314 63  3 34  0  0
33  0 349900 371532000   1720 5142376    0    0     0  1523 42102 36678 61  2 36  0  0
32  0 349900 371532000   1720 5142376    0    0     0  1523 42102 36678 61  2 36  0  0
31  0 349900 371504832   1720 5146000    0    0     0  1428 38626 22121 62  3 36  0  0
30  0 349900 371504832   1720 5146000    0    0     0  1428 38626 22121 62  3 36  0  0
30  0 349900 371491232   1720 5156360    0    0     0  1871 38818 36383 61  3 36  0  0
29  0 349900 371491232   1720 5156360    0    0     0  1871 38818 36383 61  3 36  0  0
30  0 349900 371502816   1720 5176060    0    0     0  1771 40041 37695 61  3 36  0  0
29  0 349900 371502816   1720 5176060    0    0     0  1771 40041 37695 61  3 36  0  0
32  0 349900 371474912   1720 5181892    0    0     0  1243 39904 33168 61  3 36  0  0
31  0 349900 371474912   1720 5181892    0    0     0  1243 39904 33168 61  3 36  0  0
31  0 349900 371448224   1720 5194264    0    0     0  1778 39176 33526 61  3 36  0  0
30  0 349900 371448224   1720 5194264    0    0     0  1778 39176 33526 61  3 36  0  0
33  0 349900 371382240   1720 5208852    0    0     0  1252 40286 29111 61  3 36  0  0
32  0 349900 371382240   1720 5208852    0    0     0  1252 40286 29111 61  3 36  0  0
31  0 349900 371475392   1720 5213376    0    0     0  1851 37748 21747 61  3 37  0  0
30  0 349900 371475392   1720 5213376    0    0     0  1851 37748 21747 61  3 37  0  0
30  0 349900 371322784   1720 5236580    0    0     0  1790 40118 35010 62  2 36  0  0
29  0 349900 371322784   1720 5236580    0    0     0  1790 40118 35010 62  2 36  0  0
63  0 349900 371410752   1720 5244552    0    0     0   822 39323 2802852 62  4 34  0  0
62  0 349900 371410752   1720 5244552    0    0     0   822 39323 2803103 62  4 34  0  0
112  0 349900 371343808   1720 5256712    0    0     0  2012 44947 11223481 64 12 24  0  0
111  0 349900 371343808   1720 5256712    0    0     0  2012 44947 11223699 64 12 24  0  0
85  0 349900 371278432   1720 5277224    0    0     0  1310 46909 13192549 65 15 21  0  0
84  0 349900 371278432   1720 5277224    0    0     0  1310 46909 13192413 65 15 21  0  0
85  0 349900 371407776   1720 5274460    0    0     0  1520 40947 12716310 63 14 23  0  0
84  0 349900 371407776   1720 5274460    0    0     0  1520 40947 12716368 63 14 23  0  0
58  0 349900 371343904   1720 5288464    0    0     0  1834 49662 12632540 66 14 20  0  0
56  0 349900 371343904   1720 5288464    0    0     0  1834 49662 12632286 66 14 20  0  0
84  0 349900 371302784   1720 5300500    0    0     0  1224 45424 11592897 66 13 21  0  0
83  0 349900 371302784   1720 5300500    0    0     0  1224 45424 11592998 66 13 21  0  0
110  0 349900 371811584   1720 5307672    0    0     0  1876 45809 12125891 65 13 22  0  0
109  0 349900 371811584   1720 5307672    0    0     0  1876 45809 12126224 65 13 22  0  0
142  0 349900 371563264   1720 5343304    0    0     0   713 55457 15487598 66 17 17  0  0
141  0 349900 371563264   1720 5343304    0    0     0   713 55457 15487465 66 17 17  0  0
85  0 349900 371427360   1720 5347528    0    0     0  1090 45603 18718359 66 19 15  0  0
84  0 349900 371427360   1720 5347528    0    0     0  1090 45603 18718205 66 19 15  0  0
57  0 349900 371146080   1720 5360440    0    0     0   674 40295 11913137 65 13 22  0  0
56  0 349900 371146176   1720 5360440    0    0     0   674 40295 11913031 65 13 22  0  0
111  0 349900 370921984   1720 5363172    0    0     0   903 41461 13870148 65 15 20  0  0
110  0 349900 370921984   1720 5363172    0    0     0   903 41460 13870401 65 15 20  0  0
135  0 349900 370815200   1720 5377940    0    0     0  1067 43900 20834677 64 21 15  0  0
136  0 349900 370815200   1720 5377940    0    0     0  1067 43900 20834870 64 21 15  0  0
112  0 349900 370837088   1720 5386392    0    0     0   329 42677 22299051 62 22 16  0  0
111  0 349900 370836576   1720 5386392    0    0     0   329 42677 22299211 62 22 16  0  0
139  0 349900 370883776   1720 5387124    0    0     0  1125 45581 24023695 63 24 14  0  0
138  0 349900 370883776   1720 5387124    0    0     0  1125 45581 24023576 63 24 14  0  0
143  0 349900 370799104   1720 5398788    0    0     0  1178 42861 23551045 62 23 15  0  0
142  0 349900 370799104   1720 5398788    0    0     0  1178 42861 23551208 62 23 15  0  0
139  0 349900 370865600   1720 5397804    0    0     0   588 42529 22522570 63 22 15  0  0
138  0 349900 370865600   1720 5397804    0    0     0   588 42529 22522644 63 22 15  0  0
113  0 349900 370767136   1720 5413332    0    0     0  1338 43788 20841747 64 21 15  0  0
112  0 349900 370767136   1720 5413332    0    0     0  1338 43788 20841396 64 21 15  0  0
113  0 349900 370629888   1720 5421980    0    0     0   318 40717 19630506 62 19 19  0  0
115  0 349900 370629888   1720 5421980    0    0     0   318 40717 19630533 62 19 19  0  0
136  0 349900 370692416   1720 5421836    0    0     0  1504 42752 23526461 62 23 15  0  0
135  0 349900 370691904   1720 5421836    0    0     0  1504 42752 23527015 62 23 15  0  0
142  0 349900 370588896   1720 5437704    0    0     0  1187 45117 24350275 63 24 14  0  0
141  0 349900 370588896   1720 5437704    0    0     0  1187 45117 24349926 63 24 14  0  0
113  0 349900 370642592   1720 5438916    0    0     0   597 43184 23085491 62 23 15  0  0
111  0 349900 370642592   1720 5438916    0    0     0   597 43184 23085253 62 23 15  0  0
112  0 349900 370561120   1720 5454456    0    0     0  1383 43822 24056047 63 23 14  0  0
111  0 349900 370561120   1720 5454456    0    0     0  1383 43822 24056324 63 23 14  0  0
139  0 349900 370582880   1720 5464392    0    0     0   558 42435 23352694 62 23 16  0  0
138  0 349900 370582880   1720 5464392    0    0     0   558 42436 23352645 62 23 16  0  0
108  0 349900 370629280   1720 5465960    0    0     0  1110 45172 24672718 62 24 14  0  0
107  0 349900 370629280   1720 5465960    0    0     0  1110 45171 24672571 62 24 14  0  0
112  0 349900 371005504   1720 5481988    0    0     0   219 44162 22705057 62 23 15  0  0
111  0 349900 371005024   1720 5481988    0    0     0   219 44162 22705078 62 23 15  0  0
113  0 349900 370694784   1720 5497360    0    0     0    86 43019 23458351 62 23 15  0  0
112  0 349900 370694784   1720 5497360    0    0     0    86 43019 23458205 62 23 15  0  0
166  0 349900 370693664   1720 5491912    0    0     0    48 42985 24300930 62 24 14  0  0
165  0 349900 370693664   1720 5491912    0    0     0    48 42985 24301280 62 24 14  0  0
166  0 349900 370691360   1720 5495280    0    0     0    45 44455 27940789 63 27 10  0  0
165  0 349900 370691360   1720 5495280    0    0     0    45 44455 27941117 63 27 10  0  0
166  0 349900 370688064   1720 5498688    0    0     0    85 44477 27762309 62 28 10  0  0
165  0 349900 370688064   1720 5498688    0    0     0    85 44477 27761995 62 28 10  0  0
166  0 349900 370686400   1720 5502040    0    0     0    45 44510 28541538 62 28 10  0  0
165  0 349900 370686400   1720 5502040    0    0     0    45 44510 28541684 62 28 10  0  0
112  0 349900 370683872   1720 5505424    0    0     0    46 44475 29529725 62 29 10  0  0
111  0 349900 370683872   1720 5505424    0    0     0    46 44475 29529357 62 29 10  0  0
167  0 349900 370680032   1720 5508808    0    0     0    53 44020 27270254 62 27 11  0  0
166  0 349900 370680032   1720 5508808    0    0     0    53 44020 27270443 62 27 11  0  0
166  0 349900 370672160   1720 5514520    0    0     0    44 44220 27186906 63 27 10  0  0
165  0 349900 370672160   1720 5514520    0    0     0    44 44220 27186983 63 27 10  0  0
166  0 349900 370664640   1720 5518944    0    0     0    23 44426 26487879 63 27 10  0  0
165  0 349900 370664640   1720 5518944    0    0     0    23 44426 26488149 63 27 10  0  0
139  0 349900 370664448   1720 5518944    0    0     0    56 44686 29944744 62 29  9  0  0
138  0 349900 370664448   1720 5518944    0    0     0    56 44686 29944385 62 29  9  0  0
139  0 349900 370662272   1720 5522284    0    0     0    44 44751 29862341 62 29  9  0  0
138  0 349900 370662272   1720 5522284    0    0     0    44 44751 29862327 62 29  9  0  0
163  0 349900 370657888   1720 5525624    0    0     0    44 44698 29798775 62 29  9  0  0
162  0 349900 370657888   1720 5525624    0    0     0    44 44698 29799183 62 29  9  0  0
110  0 349900 370653312   1720 5529008    0    0     0    57 44822 29834611 62 29  9  0  0
109  0 349900 370653312   1720 5529008    0    0     0    57 44822 29834011 62 29  9  0  0
139  0 349900 370649792   1720 5532360    0    0     0    44 44393 28990324 62 28 10  0  0
138  0 349900 370649792   1720 5532360    0    0     0    44 44393 28990463 62 28 10  0  0
139  0 349900 370675360   1720 5534348    0    0     0    44 44507 28714478 62 28 10  0  0
138  0 349900 370675360   1720 5534348    0    0     0    44 44507 28714685 62 28 10  0  0
139  0 349900 370671424   1720 5537692    0    0     0    46 44789 29521026 62 29  9  0  0
138  0 349900 370671424   1720 5537692    0    0     0    46 44789 29520903 62 29  9  0  0
166  0 349900 370668096   1720 5541040    0    0     0    44 44513 28644500 62 28 10  0  0
165  0 349900 370668096   1720 5541040    0    0     0    44 44513 28644573 62 28 10  0  0
136  0 349900 370644128   1720 5546116    0    0     0    46 43566 26276212 63 26 12  0  0
135  0 349900 370644128   1720 5546116    0    0     0    46 43566 26276184 63 26 12  0  0
139  0 349900 370494848   1720 5551136    0    0     0    62 43401 25623974 62 26 12  0  0
138  0 349900 370494848   1720 5551136    0    0     0    62 43401 25623903 62 26 12  0  0
167  0 349900 370494784   1720 5551144    0    0     0    47 44368 28805533 62 28 10  0  0
167  0 349900 370494784   1720 5551144    0    0     0    47 44368 28805721 62 28 10  0  0
166  0 349900 370505696   1720 5553136    0    0     0    44 44562 29552308 62 29  9  0  0
165  0 349900 370505696   1720 5553136    0    0     0    44 44561 29552475 62 29  9  0  0
112  0 349900 370500032   1720 5556540    0    0     0    49 44340 29155686 62 28 10  0  0
111  0 349900 370500032   1720 5556540    0    0     0    49 44340 29155136 62 28 10  0  0
166  0 349900 370496576   1720 5559952    0    0     0    45 44842 29546770 62 28 10  0  0
165  0 349900 370496576   1720 5559952    0    0     0    45 44842 29546926 62 28 10  0  0
193  0 349900 370486272   1720 5563312    0    0     0    44 47110 33556327 62 34  4  0  0
192  0 349900 370486272   1720 5563312    0    0     0    44 47110 33556821 62 34  4  0  0
193  0 349900 370482208   1720 5566672    0    0     0    62 47141 32932122 62 34  4  0  0
192  0 349900 370482208   1720 5566672    0    0     0    62 47141 32931902 62 34  4  0  0
190  0 349900 370479040   1720 5570044    0    0     0    44 47024 32413212 62 34  4  0  0
189  0 349900 370479040   1720 5570044    0    0     0    44 47024 32413312 62 34  4  0  0
190  0 349900 370474720   1720 5573444    0    0     0    44 46902 32185168 62 33  4  0  0
189  0 349900 370474720   1720 5573444    0    0     0    44 46902 32185302 62 33  4  0  0
139  0 349900 370469568   1720 5577832    0    0     0    50 46876 31901834 63 32  4  0  0
138  0 349900 370469568   1720 5577832    0    0     0    50 46876 31901352 63 32  4  0  0
139  0 349900 370434784   1720 5583776    0    0     0    44 44403 26518052 62 28 10  0  0
138  0 349900 370434784   1720 5583776    0    0     0    44 44403 26517993 62 28 10  0  0
139  0 349900 370386368   1720 5583856    0    0     0    22 44802 29012145 62 29  9  0  0
138  0 349900 370386368   1720 5583856    0    0     0    22 44802 29012261 62 29  9  0  0
140  0 349900 370325344   1720 5586296    0    0     0    55 43960 24430525 63 26 11  0  0
139  0 349900 370325344   1720 5586296    0    0     0    55 43960 24430332 63 26 11  0  0
166  0 349900 370316576   1720 5589700    0    0     0    44 45617 25326948 66 27  7  0  0
165  0 349900 370316576   1720 5589700    0    0     0    44 45618 25327038 66 27  7  0  0
166  0 349900 370280288   1720 5593044    0    0     0    44 44450 24400773 63 27 10  0  0
165  0 349900 370280288   1720 5593044    0    0     0    44 44450 24400924 63 27 10  0  0
112  0 349900 370195072   1720 5596728    0    0     0    46 42115 20604397 63 22 15  0  0
111  0 349900 370195072   1720 5596728    0    0     0    46 42115 20604004 63 22 15  0  0
139  0 349900 370093120   1720 5601076    0    0     0    44 43203 21355477 63 25 13  0  0
138  0 349900 370093120   1720 5601076    0    0     0    44 43203 21355531 63 25 13  0  0
139  0 349900 369963744   1720 5606752    0    0     0    44 41740 18661180 62 22 16  0  0
138  0 349900 369963264   1720 5606752    0    0     0    44 41741 18661330 62 22 16  0  0
112  0 349900 370947232   1720 5433196    0    0     0   103 43765 17901922 61 20 19  0  0
111  0 349900 370947232   1720 5433196    0    0     0   103 43765 17901637 61 20 19  0  0
85  0 349900 370842240   1720 5436112    0    0     0    40 39377 16245682 60 19 21  0  0
84  0 349900 370842240   1720 5436112    0    0     0    40 39377 16245615 60 19 21  0  0
83  0 349900 371680576   1720 5269548    0    0     0    66 36436 9343942 58 11 31  0  0
82  0 349900 371680576   1720 5269548    0    0     0    66 36436 9344005 58 11 31  0  0
110  0 349900 371574560   1720 5263396    0    0     0    61 37164 14944181 57 16 27  0  0
109  0 349900 371574560   1720 5263396    0    0     0    61 37164 14944261 57 16 27  0  0
111  0 349900 371251808   1720 5268320    0    0     0   173 48425 14950926 60 17 23  0  0
109  0 349900 371251808   1720 5268320    0    0     0   173 48426 14950926 60 17 23  0  0
60  0 349900 372147776   1720 5095232    0    0     0   204 50875 14734375 60 16 24  0  0
