CPU_MEM_TOTAL: 394153288
CPUS_ON_NODE: 48
CPUS_ON_NODE: 48
REQUESTED_CPUS: 8
REQUESTED_CPUS: 8
REQUESTED_NODES 1
REQUESTED_NODES 1
NODE_NAME: c446
NODE_NAME: c446
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0 116692 355336128   5244 7818292    0    0     0     0 8782  611 17  0 83  0  0
 8  0 116692 355336128   5244 7818292    0    0     0     0 8782  611 17  0 83  0  0
 9  0 116692 348298656   5244 7818292    0    0     0     2 8770  605 16  1 83  0  0
 8  0 116692 348298656   5244 7818292    0    0     0     2 8771  605 16  1 83  0  0
 9  0 116692 355335680   5244 7818292    0    0     0     5 8799  630 17  0 83  0  0
 8  0 116692 355335680   5244 7818292    0    0     0     5 8804  631 17  0 83  0  0
 8  0 116692 355335584   5244 7818292    0    0     0     0 8828  598 17  0 83  0  0
 8  0 116692 355335584   5244 7818292    0    0     0     0 8834  598 17  0 83  0  0
 8  0 116692 355335552   5244 7818292    0    0     0     0 8786  602 17  0 83  0  0
 8  0 116692 355335552   5244 7818292    0    0     0     0 8788  602 17  0 83  0  0
 8  0 116692 348298848   5244 7818296    0    0     0    11 8920  773 16  1 83  0  0
 8  0 116692 348298848   5244 7818296    0    0     0    11 8918  773 16  1 83  0  0
 8  0 116692 355328288   5244 7821608    0    0     0     0 8759  653 16  1 83  0  0
 8  0 116692 355328288   5244 7821608    0    0     0     0 8757  653 16  1 83  0  0
10  0 116692 355324800   5244 7824908    0    0     0     0 8779  602 16  0 83  0  0
10  0 116692 355324800   5244 7824908    0    0     0     0 8772  600 16  0 83  0  0
 8  0 116692 355321504   5244 7828212    0    0     0     1 8808  648 17  0 83  0  0
 8  0 116692 355321504   5244 7828212    0    0     0     1 8809  648 17  0 83  0  0
10  0 116692 355318016   5244 7831512    0    0     0     0 8732  634 17  0 83  0  0
 8  0 116692 355318016   5244 7831512    0    0     0     0 8738  636 17  0 83  0  0
10  0 116692 355314816   5244 7834792    0    0     0     0 8762  622 17  0 83  0  0
 8  0 116692 355314816   5244 7834792    0    0     0     0 8763  622 17  0 83  0  0
 9  0 116692 355310816   5244 7838092    0    0     0     7 8884  825 17  0 83  0  0
 8  0 116692 355310816   5244 7838092    0    0     0     7 8891  826 17  0 83  0  0
 8  0 116692 355307072   5244 7841396    0    0     0     0 8771  627 17  0 83  0  0
 9  0 116692 355307072   5244 7841396    0    0     0     0 8775  627 17  0 83  0  0
 8  0 116692 355304736   5244 7843604    0    0     0     0 8752  602 16  0 83  0  0
 9  0 116692 355304736   5244 7843604    0    0     0     0 8760  602 16  0 83  0  0
 8  0 116692 355303936   5244 7844672    0    0     0     2 8832  650 17  0 83  0  0
 9  0 116692 355303936   5244 7844672    0    0     0     2 8830  650 17  0 83  0  0
 8  0 116692 355300224   5244 7847988    0    0     0     0 8739  649 16  0 83  0  0
 8  0 116692 355300224   5244 7847988    0    0     0     0 8739  651 16  0 83  0  0
 8  0 116692 355296704   5244 7851288    0    0     0     0 8727  626 17  0 83  0  0
 8  0 116692 355296704   5244 7851288    0    0     0     0 8726  625 17  0 83  0  0
 8  0 116692 355295712   5244 7851288    0    0     0     1 9284 2304 17  0 83  0  0
 8  0 116692 355295712   5244 7851288    0    0     0     1 9286 2304 17  0 83  0  0
 8  0 116692 355295392   5244 7851288    0    0     0     0 8784  620 17  0 83  0  0
 8  0 116692 355295392   5244 7851288    0    0     0     0 8782  621 17  0 83  0  0
 8  0 116692 355295776   5244 7851288    0    0     0     0 8761  592 17  0 83  0  0
 8  0 116692 355295776   5244 7851288    0    0     0     0 8763  592 17  0 83  0  0
 8  0 116692 348257440   5244 7851256    0    0     0     6 8791  630 16  1 83  0  0
 8  0 116692 348257440   5244 7851256    0    0     0     6 8789  631 16  1 83  0  0
 8  0 116692 355294400   5244 7851256    0    0     0     0 8801  597 17  0 83  0  0
 8  0 116692 355294400   5244 7851256    0    0     0     0 8802  596 17  0 83  0  0
 8  0 116692 355294400   5244 7851256    0    0     0     0 8766  584 17  0 83  0  0
 8  0 116692 355294400   5244 7851256    0    0     0     0 8761  584 17  0 83  0  0
 8  0 116692 355294656   5244 7851264    0    0     0     9 8924  805 17  0 83  0  0
 8  0 116692 355294656   5244 7851264    0    0     0     9 8925  805 17  0 83  0  0
 8  0 116692 348257216   5244 7851264    0    0     0     0 8729  600 16  1 83  0  0
 8  0 116692 348257216   5244 7851264    0    0     0     0 8727  601 16  1 83  0  0
 8  0 116692 355294144   5244 7851264    0    0     0     0 8734  577 17  0 83  0  0
 8  0 116692 355294144   5244 7851264    0    0     0     0 8736  577 17  0 83  0  0
 8  0 116692 355294272   5244 7851208    0    0     0     6 8852  645 17  0 83  0  0
 8  0 116692 355294272   5244 7851208    0    0     0     6 8858  646 17  0 83  0  0
 8  0 116692 355294208   5244 7851208    0    0     0     0 8751  576 17  0 83  0  0
 8  0 116692 355294208   5244 7851208    0    0     0     0 8758  577 17  0 83  0  0
 8  0 116692 348256992   5244 7851212    0    0     0     0 8818  601 16  1 83  0  0
 8  0 116692 348256992   5244 7851212    0    0     0     0 8824  600 16  1 83  0  0
 9  0 116692 355290656   5244 7854512    0    0     0     5 8922  816 16  1 83  0  0
 8  0 116692 355290656   5244 7854512    0    0     0     5 8926  817 16  1 83  0  0
 8  0 116692 355287168   5244 7857812    0    0     0     0 8793  653 17  0 83  0  0
 8  0 116692 355287168   5244 7857812    0    0     0     0 8801  654 17  0 83  0  0
 8  0 116692 355283648   5244 7861120    0    0     0     0 8796  642 17  0 83  0  0
 8  0 116692 355283648   5244 7861120    0    0     0     0 8794  640 17  0 83  0  0
 8  0 116692 355279968   5244 7864436    0    0     0     7 8849  730 17  0 83  0  0
 8  0 116692 355279968   5244 7864436    0    0     0     7 8849  732 17  0 83  0  0
 8  0 116692 355276448   5244 7867740    0    0     0     0 8797  660 16  0 83  0  0
 8  0 116692 355276448   5244 7867740    0    0     0     0 8800  660 16  0 83  0  0
 8  0 116692 355272928   5244 7871044    0    0     0     0 8787  648 17  0 83  0  0
 8  0 116692 355272928   5244 7871044    0    0     0     0 8783  646 17  0 83  0  0
 8  0 116692 357156896   5244 6028512    0    0     0     1 9991 2164 17  0 83  0  0
 8  0 116692 357156896   5244 6028512    0    0     0     1 9983 2163 17  0 83  0  0
 8  0 116692 357154912   5244 6030656    0    0     0     0 8817  659 17  0 83  0  0
 8  0 116692 357154912   5244 6030656    0    0     0     0 8820  659 17  0 83  0  0
 8  0 116692 357151680   5244 6033960    0    0     0     0 8731  651 16  0 83  0  0
 8  0 116692 357151680   5244 6033960    0    0     0     0 8729  652 16  0 83  0  0
 8  0 116692 357148224   5244 6037104    0    0     0    10 8811  697 17  0 83  0  0
 8  0 116692 357148224   5244 6037104    0    0     0    10 8811  701 17  0 83  0  0
 8  0 116692 357145056   5244 6040412    0    0     0     0 8789  631 16  0 83  0  0
 8  0 116692 357145056   5244 6040412    0    0     0     0 8789  627 16  0 83  0  0
 8  0 116692 357145088   5244 6040412    0    0     0     0 8729  570 17  0 83  0  0
 8  0 116692 357145088   5244 6040412    0    0     0     0 8727  570 17  0 83  0  0
 8  0 116692 357145152   5244 6040416    0    0     0     2 8896  757 17  0 83  0  0
 8  0 116692 357145152   5244 6040416    0    0     0     2 8885  756 17  0 83  0  0
 8  0 116692 357145088   5244 6040416    0    0     0     0 8768  562 17  0 83  0  0
 8  0 116692 357145088   5244 6040416    0    0     0     0 8766  563 17  0 83  0  0
 8  0 116692 347474656   5244 6040416    0    0     0     0 8781  566 16  1 83  0  0
 8  0 116692 347474176   5244 6040416    0    0     0     0 8777  566 16  1 83  0  0
 8  0 116692 357144576   5244 6040416    0    0     0     6 8836  621 16  0 83  0  0
 8  0 116692 357144576   5244 6040416    0    0     0     6 8836  620 16  0 83  0  0
 8  0 116692 357144704   5244 6040416    0    0     0     0 8808  591 17  0 83  0  0
 8  0 116692 357144704   5244 6040416    0    0     0     0 8809  590 17  0 83  0  0
 8  0 116692 357144704   5244 6040416    0    0     0     0 8775  599 17  0 83  0  0
 8  0 116692 357144704   5244 6040416    0    0     0     0 8781  600 17  0 83  0  0
 8  0 116692 347469632   5244 6040416    0    0     0     3 9261 2316 16  1 83  0  0
 8  0 116692 347469632   5244 6040416    0    0     0     3 9268 2316 16  1 83  0  0
 8  0 116692 357143552   5244 6040416    0    0     0     0 8779  605 16  0 83  0  0
 8  0 116692 357143552   5244 6040416    0    0     0     0 8782  605 16  0 83  0  0
 8  0 116692 357143616   5244 6040416    0    0     0     0 8796  582 17  0 83  0  0
 8  0 116692 357143616   5244 6040416    0    0     0     0 8799  582 17  0 83  0  0
 8  0 116692 357143968   5244 6040424    0    0     0     7 8837  663 17  0 83  0  0
 8  0 116692 357143968   5244 6040424    0    0     0     7 8839  663 17  0 83  0  0
 8  0 116692 350295584   5244 6040424    0    0     0     0 8779  594 16  1 83  0  0
 9  0 116692 350107872   5244 6040424    0    0     0     0 8778  594 16  1 83  0  0
 8  0 116692 357139968   5244 6043728    0    0     0     0 8736  630 16  1 83  0  0
 9  0 116692 357139968   5244 6043728    0    0     0     0 8733  631 16  1 83  0  0
 8  0 116692 357137632   5244 6047044    0    0     0     3 8875  819 17  0 83  0  0
 8  0 116692 357137632   5244 6047044    0    0     0     3 8875  819 17  0 83  0  0
 8  0 116692 357134496   5244 6050348    0    0     0     0 8724  657 17  0 83  0  0
 8  0 116692 357134496   5244 6050348    0    0     0     0 8723  655 17  0 83  0  0
 8  0 116692 357131200   5244 6053652    0    0     0     0 8772  664 16  0 83  0  0
 8  0 116692 357131200   5244 6053652    0    0     0     0 8775  664 16  0 83  0  0
 9  0 116692 357128640   5244 6056404    0    0     0     6 8833  688 17  0 83  0  0
 9  0 116692 357128160   5244 6056908    0    0     0     6 8833  690 16  0 83  0  0
 9  0 116692 357127968   5244 6056972    0    0     0     0 8808  619 17  0 83  0  0
 8  0 116692 357127968   5244 6056972    0    0     0     0 8800  617 17  0 83  0  0
 8  0 116692 357124736   5244 6060312    0    0     0     0 8788  656 17  0 83  0  0
 8  0 116692 357124736   5244 6060312    0    0     0     0 8781  656 17  0 83  0  0
 8  0 116692 357121536   5244 6063620    0    0     0     4 8848  863 17  0 83  0  0
 8  0 116692 357121536   5244 6063620    0    0     0     4 8843  863 17  0 83  0  0
 8  0 116692 357118016   5244 6066928    0    0     0     0 8770  665 16  0 83  0  0
 8  0 116692 357118016   5244 6066928    0    0     0     0 8771  664 16  0 83  0  0
 8  0 116692 357114720   5244 6070232    0    0     0     0 8731  670 16  0 83  0  0
 8  0 116692 357114720   5244 6070232    0    0     0     0 8731  671 16  0 83  0  0
 8  0 116692 357111712   5244 6073560    0    0     0     8 8817  696 17  0 83  0  0
 8  0 116692 357111712   5244 6073560    0    0     0     8 8816  696 17  0 83  0  0
 8  0 116692 357111616   5244 6073564    0    0     0     0 8721  618 17  0 83  0  0
 8  0 116692 357111616   5244 6073564    0    0     0     0 8724  620 17  0 83  0  0
 8  0 116692 357111648   5244 6073564    0    0     0     0 8736  603 17  0 83  0  0
 8  0 116692 357111648   5244 6073564    0    0     0     0 8734  602 17  0 83  0  0
 9  0 116692 357111808   5244 6073564    0    0     0     9 8846  776 17  0 83  0  0
 8  0 116692 357111808   5244 6073564    0    0     0     9 8845  776 17  0 83  0  0
 8  0 116692 357111392   5244 6073564    0    0     0     0 8757  620 17  0 83  0  0
 8  0 116692 357111392   5244 6073564    0    0     0     0 8757  621 17  0 83  0  0
 8  0 116692 357110912   5244 6073564    0    0     0     0 8518  590 16  1 83  0  0
 8  0 116692 357110912   5244 6073564    0    0     0     0 8524  590 16  1 83  0  0
 8  0 116692 357110752   5244 6073572    0    0     0     7 8598  656 17  0 83  0  0
 8  0 116692 357110752   5244 6073572    0    0     0     7 8604  655 17  0 83  0  0
 8  0 116692 357110848   5244 6073572    0    0     0     0 8528  573 17  0 83  0  0
 8  0 116692 357110848   5244 6073572    0    0     0     0 8534  574 17  0 83  0  0
 8  0 116692 357110848   5244 6073572    0    0     0     0 8523  592 17  0 83  0  0
 8  0 116692 357110848   5244 6073572    0    0     0     0 8529  592 17  0 83  0  0
 8  0 116692 357110656   5244 6073572    0    0     0     5 8672  780 16  1 83  0  0
 8  0 116692 357110656   5244 6073572    0    0     0     5 8678  781 16  1 83  0  0
 8  0 116692 357110528   5244 6073572    0    0     0     0 8536  589 17  0 83  0  0
 8  0 116692 357110528   5244 6073572    0    0     0     0 8537  589 17  0 83  0  0
 8  0 116692 357110560   5244 6073572    0    0     0     0 8552  578 17  0 83  0  0
 8  0 116692 357110560   5244 6073572    0    0     0     0 8551  578 17  0 83  0  0
 8  0 116692 357110720   5244 6073572    0    0     0     9 8591  618 17  0 83  0  0
 8  0 116692 357110720   5244 6073572    0    0     0     9 8591  617 17  0 83  0  0
 8  0 116692 357107200   5244 6076876    0    0     0     0 8505  594 15  1 83  0  0
 8  0 116692 357107200   5244 6076876    0    0     0     0 8505  594 15  1 83  0  0
 8  0 116692 357103904   5244 6080180    0    0     0     0 8590  608 17  0 83  0  0
 8  0 116692 357103904   5244 6080180    0    0     0     0 8591  608 17  0 83  0  0
 8  0 116692 357100032   5244 6083520    0    0     0     3 9232 2360 17  0 83  0  0
 8  0 116692 357100032   5244 6083520    0    0     0     3 9225 2360 17  0 83  0  0
 8  0 116692 357097920   5244 6085772    0    0     0     0 8678  601 16  0 83  0  0
 8  0 116692 357097920   5244 6085772    0    0     0     0 8678  601 16  0 83  0  0
 8  0 116692 357097056   5244 6086840    0    0     0     0 8694  606 17  0 83  0  0
 8  0 116692 357097056   5244 6086840    0    0     0     0 8693  606 17  0 83  0  0
 8  0 116692 357094432   5244 6090148    0    0     0     6 8777  662 17  0 83  0  0
 8  0 116692 357094432   5244 6090148    0    0     0     6 8778  662 17  0 83  0  0
 8  0 116692 357091008   5244 6093456    0    0     0     0 8740  656 17  0 83  0  0
 8  0 116692 357091008   5244 6093456    0    0     0     0 8741  655 17  0 83  0  0
 8  0 116692 357087680   5244 6096764    0    0     0     0 8748  662 17  0 83  0  0
 8  0 116692 357087680   5244 6096764    0    0     0     0 8748  662 17  0 83  0  0
 8  0 116692 357084064   5244 6100084    0    0     0     5 8861  832 17  0 83  0  0
 8  0 116692 357084064   5244 6100084    0    0     0     5 8866  831 17  0 83  0  0
 8  0 116692 357080832   5244 6103396    0    0     0     0 8749  662 16  0 83  0  0
 9  0 116692 357080832   5244 6103396    0    0     0     0 8753  662 16  0 83  0  0
 8  0 116692 357077504   5244 6106736    0    0     0     0 8766  690 17  0 83  0  0
 9  0 116692 357077504   5244 6106736    0    0     0     0 8772  690 17  0 83  0  0
 9  0 116692 357078112   5244 6106744    0    0     0     7 8716  677 17  0 83  0  0
 8  0 116692 357078112   5244 6106744    0    0     0     7 8721  678 17  0 83  0  0
 8  0 116692 357078048   5244 6106744    0    0     0     0 8535  572 17  0 83  0  0
 8  0 116692 357078048   5244 6106744    0    0     0     0 8542  574 17  0 83  0  0
 8  0 116692 357078080   5244 6106744    0    0     0     0 8616  635 17  0 83  0  0
 8  0 116692 357078080   5244 6106744    0    0     0     0 8613  634 17  0 83  0  0
 8  0 116692 357078240   5244 6106744    0    0     0     1 8849  746 17  0 83  0  0
 8  0 116692 357078240   5244 6106744    0    0     0     1 8846  745 17  0 83  0  0
 8  0 116692 357077920   5244 6106744    0    0     0     0 8768  612 16  1 83  0  0
 8  0 116692 357077920   5244 6106744    0    0     0     0 8760  613 16  1 83  0  0
 8  0 116692 357077984   5244 6106744    0    0     0     0 8747  579 17  0 83  0  0
 8  0 116692 357077984   5244 6106744    0    0     0     0 8740  579 17  0 83  0  0
 8  0 116692 357077760   5244 6106728    0    0     0     6 8786  639 17  0 83  0  0
 8  0 116692 357077760   5244 6106728    0    0     0     6 8783  638 17  0 83  0  0
 8  0 116692 357077696   5244 6106728    0    0     0     0 8734  591 17  0 83  0  0
 8  0 116692 357077696   5244 6106728    0    0     0     0 8734  591 17  0 83  0  0
 8  0 116692 357077344   5244 6106568    0    0     0     0 8794  598 16  1 83  0  0
 8  0 116692 357077344   5244 6106568    0    0     0     0 8790  597 16  1 83  0  0
 8  0 116692 357076992   5244 6106576    0    0     0     6 8913  793 17  0 83  0  0
 8  0 116692 357076480   5244 6106576    0    0     0     6 8918  796 17  0 83  0  0
 9  0 116692 357076928   5244 6106576    0    0     0     0 8782  600 17  0 83  0  0
 8  0 116692 357076928   5244 6106576    0    0     0     0 8780  599 17  0 83  0  0
 8  0 116692 357076480   5244 6106576    0    0     0     0 8785  586 17  0 83  0  0
 8  0 116692 357076480   5244 6106576    0    0     0     0 8784  587 17  0 83  0  0
 8  0 116692 357073888   5244 6109888    0    0     0     9 8802  682 15  1 83  0  0
 8  0 116692 357073888   5244 6109888    0    0     0     9 8801  682 15  1 83  0  0
 8  0 116692 357070624   5244 6113140    0    0     0     0 8726  593 16  0 83  0  0
 8  0 116692 357070624   5244 6113140    0    0     0     0 8726  592 16  0 83  0  0
 8  0 116692 357069760   5244 6114204    0    0     0     0 8723  610 17  0 83  0  0
 8  0 116692 357069760   5244 6114204    0    0     0     0 8722  610 17  0 83  0  0
 9  0 116692 357067392   5244 6116536    0    0     0     1 8724  771 17  0 83  0  0
 8  0 116692 357067392   5244 6116536    0    0     0     1 8724  772 17  0 83  0  0
 8  0 116692 357064096   5244 6119836    0    0     0     0 8535  657 17  0 83  0  0
 8  0 116692 357064096   5244 6119836    0    0     0     0 8535  657 17  0 83  0  0
 8  0 116692 357060832   5244 6123140    0    0     0     0 8503  637 16  0 83  0  0
 8  0 116692 357060832   5244 6123140    0    0     0     0 8503  637 16  0 83  0  0
 8  0 116692 357057760   5244 6126468    0    0     0     2 8637  673 17  0 83  0  0
 8  0 116692 357057760   5244 6126468    0    0     0     2 8637  674 17  0 83  0  0
 8  0 116692 357054400   5244 6129808    0    0     0     5 8710  675 16  0 83  0  0
 8  0 116692 357054400   5244 6129808    0    0     0     5 8710  675 16  0 83  0  0
 8  0 116692 357051040   5244 6133116    0    0     0     0 8775  647 17  0 83  0  0
 8  0 116692 357051040   5244 6133116    0    0     0     0 8784  647 17  0 83  0  0
 8  0 116692 357046752   5244 6136424    0    0     0     0 9229 2408 17  0 83  0  0
 8  0 116692 357046752   5244 6136424    0    0     0     1 9232 2409 17  0 83  0  0
 8  0 116692 357043552   5244 6139736    0    0     0     3 8769  674 16  0 83  0  0
 8  0 116692 357043552   5244 6139736    0    0     0     2 8772  673 16  0 83  0  0
 8  0 116692 357043488   5244 6139752    0    0     0     0 8749  610 17  0 83  0  0
 8  0 116692 357043488   5244 6139752    0    0     0     0 8745  610 17  0 83  0  0
 8  0 116692 357043616   5244 6139752    0    0     0     0 8779  649 17  0 83  0  0
 8  0 116692 357043616   5244 6139752    0    0     0     0 8783  649 17  0 83  0  0
 8  0 116692 357043424   5244 6139752    0    0     0     7 8596  555 17  0 83  0  0
 8  0 116692 357043424   5244 6139752    0    0     0     7 8587  554 17  0 83  0  0
 8  0 116692 357043456   5244 6139752    0    0     0     0 8516  562 17  0 83  0  0
 8  0 116692 357043456   5244 6139752    0    0     0     0 8509  562 17  0 83  0  0
 8  0 116692 357042784   5244 6139760    0    0     0     2 8680  759 16  1 83  0  0
 8  0 116692 357042784   5244 6139760    0    0     0     2 8675  759 16  1 83  0  0
 8  0 116692 357042656   5244 6139760    0    0     0     1 8519  570 17  0 83  0  0
 8  0 116692 357042656   5244 6139760    0    0     0     1 8519  569 17  0 83  0  0
 8  0 116692 357042688   5244 6139760    0    0     0     0 8502  544 17  0 83  0  0
 8  0 116692 357042688   5244 6139760    0    0     0     0 8502  545 17  0 83  0  0
 9  0 116692 357042880   5244 6139760    0    0     0     0 8562  576 17  0 83  0  0
 8  0 116692 357042880   5244 6139760    0    0     0     0 8561  577 17  0 83  0  0
 8  0 116692 357042496   5244 6139760    0    0     0     9 8683  555 16  1 83  0  0
 8  0 116692 357042496   5244 6139760    0    0     0     9 8684  555 16  1 83  0  0
 8  0 116692 357042368   5244 6139760    0    0     0     0 8720  564 17  0 83  0  0
 8  0 116692 357042368   5244 6139760    0    0     0     0 8720  564 17  0 83  0  0
 8  0 116692 357042304   5244 6139760    0    0     0     0 8815  724 17  0 83  0  0
 8  0 116692 357042304   5244 6139760    0    0     0     0 8815  724 17  0 83  0  0
 8  0 116692 357042208   5244 6139760    0    0     0     1 8713  567 17  0 83  0  0
 8  0 116692 357042208   5244 6139760    0    0     0     1 8720  568 17  0 83  0  0
 8  0 116692 357039360   5244 6142460    0    0     0     2 8678  571 15  1 83  0  0
 9  0 116692 357038848   5244 6142964    0    0     0     2 8678  570 15  1 83  0  0
 8  0 116692 357038816   5244 6143084    0    0     0     1 8663  638 17  0 83  0  0
 9  0 116692 357038816   5244 6143084    0    0     0     1 8662  638 17  0 83  0  0
 8  0 116692 357035424   5244 6146396    0    0     0     6 8691  646 17  0 83  0  0
 8  0 116692 357035424   5244 6146396    0    0     0     6 8693  646 17  0 83  0  0
 8  0 116692 357030560   5244 6149708    0    0     0     0 8728  657 16  0 83  0  0
 8  0 116692 357030560   5244 6149708    0    0     0     0 8720  657 16  0 83  0  0
 8  0 116692 357027040   5244 6153060    0    0     0     0 8752  837 17  0 83  0  0
 8  0 116692 357027040   5244 6153060    0    0     0     0 8746  837 17  0 83  0  0
 8  0 116692 357023808   5244 6156376    0    0     0     7 8567  671 16  0 83  0  0
 8  0 116692 357023808   5244 6156376    0    0     0     7 8561  672 16  0 83  0  0
 8  0 116692 357020544   5244 6159688    0    0     0     0 8558  654 17  0 83  0  0
 8  0 116692 357020544   5244 6159688    0    0     0     0 8560  653 17  0 83  0  0
 8  0 116692 357017120   5244 6163000    0    0     0     0 8601  706 17  0 83  0  0
 8  0 116692 357017120   5244 6163000    0    0     0     0 8606  706 17  0 83  0  0
 8  0 116692 357013792   5244 6166316    0    0     0     6 8550  671 17  0 83  0  0
 8  0 116692 357013792   5244 6166316    0    0     0     6 8556  671 17  0 83  0  0
 8  0 116692 357010464   5244 6169640    0    0     0     0 8515  656 16  0 83  0  0
 8  0 116692 357010464   5244 6169640    0    0     0     0 8527  657 16  0 83  0  0
 8  0 116692 357009184   5244 6170832    0    0     0     2 8681  828 17  0 83  0  0
 8  0 116692 357009184   5244 6170832    0    0     0     2 8676  828 17  0 83  0  0
 8  0 116692 357006944   5244 6172968    0    0     0     1 8562  666 16  0 83  0  0
 8  0 116692 357006944   5244 6172968    0    0     0     1 8567  665 16  0 83  0  0
 8  0 116692 357006976   5244 6172968    0    0     0     0 8528  578 17  0 83  0  0
 8  0 116692 357006976   5244 6172968    0    0     0     0 8524  582 17  0 83  0  0
 8  0 116692 357006752   5244 6172968    0    0     0     0 8622  658 17  0 83  0  0
 8  0 116692 357006752   5244 6172968    0    0     0     0 8622  654 17  0 83  0  0
 8  0 116692 357006720   5244 6172968    0    0     0     9 8520  572 17  0 83  0  0
 8  0 116692 357006720   5244 6172968    0    0     0     9 8517  572 17  0 83  0  0
 8  0 116692 349969344   5244 6172968    0    0     0     0 8542  572 16  1 83  0  0
 8  0 116692 349969344   5244 6172968    0    0     0     0 8536  572 16  1 83  0  0
 8  0 116692 357006880   5244 6172968    0    0     0     0 9018 2281 17  0 83  0  0
 8  0 116692 357006880   5244 6172968    0    0     0     0 9012 2281 17  0 83  0  0
 8  0 116692 357006816   5244 6172968    0    0     0     1 8513  549 17  0 83  0  0
 8  0 116692 357006816   5244 6172968    0    0     0     1 8505  548 17  0 83  0  0
 8  0 116692 357006880   5244 6172968    0    0     0     0 8495  545 17  0 83  0  0
 8  0 116692 357006880   5244 6172968    0    0     0     0 8491  545 17  0 83  0  0
 8  0 116692 349970112   5244 6172976    0    0     0     2 8591  616 16  1 83  0  0
 8  0 116692 349970112   5244 6172976    0    0     0     2 8590  616 16  1 83  0  0
 8  0 116692 357007136   5244 6172976    0    0     0     7 8539  590 17  0 83  0  0
 8  0 116692 357007136   5244 6172976    0    0     0     7 8544  591 17  0 83  0  0
 9  0 116692 357007168   5244 6172976    0    0     0     0 8533  592 17  0 83  0  0
 8  0 116692 357007168   5244 6172976    0    0     0     0 8540  592 17  0 83  0  0
 8  0 116692 357006912   5244 6172976    0    0     0     0 8650  765 17  0 83  0  0
 8  0 116692 357006912   5244 6172976    0    0     0     0 8655  765 17  0 83  0  0
 8  0 116692 349969472   5244 6172976    0    0     0     3 8542  591 16  1 83  0  0
 8  0 116692 349969472   5244 6172976    0    0     0     3 8547  592 16  1 83  0  0
 8  0 116692 357003264   5244 6176320    0    0     0     0 8730  646 16  1 83  0  0
 8  0 116692 357003264   5244 6176320    0    0     0     0 8737  646 16  1 83  0  0
 9  0 116692 356999936   5244 6179644    0    0     0     0 8786  682 17  0 83  0  0
 8  0 116692 356999936   5244 6179644    0    0     0     0 8792  683 17  0 83  0  0
 8  0 116692 356996576   5244 6182960    0    0     0     5 8624  622 16  0 83  0  0
 8  0 116692 356996576   5244 6182960    0    0     0     5 8629  622 16  0 83  0  0
 9  0 116692 356993312   5244 6186272    0    0     0     0 8578  642 17  0 83  0  0
 8  0 116692 356993312   5244 6186272    0    0     0     0 8583  642 17  0 83  0  0
 8  0 116692 356989824   5244 6189592    0    0     0     1 8711  797 17  0 83  0  0
 8  0 116692 356989824   5244 6189592    0    0     0     1 8717  797 17  0 83  0  0
 8  0 116692 356986496   5244 6192908    0    0     0     1 8574  628 17  0 83  0  0
