CPU_MEM_TOTAL: 394153300
CPUS_ON_NODE: 48
CPUS_ON_NODE: 48
REQUESTED_CPUS: 8
REQUESTED_CPUS: 8
REQUESTED_NODES 1
REQUESTED_NODES 1
NODE_NAME: c231
NODE_NAME: c231
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
13  0  47432 320353248     56 42314732    0    0     0   195 68808 201557 19  9 72  0  0
16  0  47432 320355744     56 42314732    0    0     0   195 68813 201574 19  9 72  0  0
16  0  47432 312400800     56 43158704    0    0     0   272 74361 221418 18 11 70  0  0
14  0  47432 312399136     56 43158704    0    0     0   272 74361 221436 18 11 70  0  0
13  0  47432 318970304     56 43592052    0    0     0   306 77002 224274 19 10 70  0  0
12  0  47432 318969024     56 43592052    0    0     0   306 77048 224449 19 10 70  0  0
13  0  47432 318887264     56 43669976    0    0     0   144 73163 213082 20 10 70  0  0
13  0  47432 318886208     56 43669976    0    0     0   144 73154 212999 20 10 70  0  0
13  0  47432 318019776     56 44477960    0    0     0   246 73149 216484 19 10 70  0  0
14  0  47432 318019488     56 44477960    0    0     0   246 73145 216482 19 10 70  0  0
15  0  47432 310682144     56 44758596    0    0     0   188 72568 211182 18 10 71  0  0
14  0  47432 310681088     56 44758596    0    0     0   188 72557 211087 18 10 71  0  0
13  0  47432 317433824     56 45018048    0    0     0    82 67971 185418 19  9 72  0  0
15  0  47432 317435840     56 45018048    0    0     0    82 67947 185421 19  9 72  0  0
14  0  47432 317429632     56 45024588    0    0     0   163 72646 209866 19 10 71  0  0
17  0  47432 317427904     56 45024588    0    0     0   163 72644 209851 19 10 71  0  0
17  0  47432 317425504     56 45029904    0    0     0   197 72688 207189 19 10 71  0  0
15  0  47432 317425504     56 45029904    0    0     0   197 72731 207284 19 10 71  0  0
13  1  47432 317417504     56 45034460    0    0     0   147 70899 190825 19 10 71  0  0
13  1  47432 317417376     56 45034460    0    0     0   147 70961 191026 19 10 71  0  0
13  0  47432 317411424     56 45038452    0    0     0   148 70320 188646 19 10 71  0  0
16  0  47432 317413504     56 45038456    0    0     0   148 70369 188764 19 10 71  0  0
13  0  47432 317417568     56 45040760    0    0     0   410 74311 211298 19 10 70  0  0
13  0  47432 317416320     56 45040760    0    0     0   410 74327 211490 19 10 70  0  0
23  0  47432 317321024     56 44957428    0    0     0   966 72652 203652 22  9 70  0  0
24  0  47432 317320768     56 44957428    0    0     0   966 72677 203595 22  9 70  0  0
10  1  47432 317604384     56 44870288    0    0     0   585 73657 198322 23  8 69  0  0
13  1  47432 317606208     56 44870308    0    0     0   585 73656 198340 23  8 69  0  0
12  1  47432 317504384     56 44908488    0    0     0   310 61604 150007 19  8 72  2  0
13  1  47432 317507616     56 44908492    0    0     0   310 61636 150030 19  8 72  2  0
15  0  47432 317454144     56 44933368    0    0     0   480 62006 155611 19  8 72  1  0
14  0  47432 317453600     56 44933368    0    0     0   480 62043 155626 19  8 72  1  0
15  0  47432 317125792     56 44855808    0    0     0   437 74346 197408 24  9 67  0  0
15  0  47432 317127328     56 44855840    0    0     0   437 74391 197593 24  9 67  0  0
22  0  47432 316943936     56 44679524    0    0     0   449 86915 239914 23  9 68  0  0
22  0  47432 316945440     56 44679620    0    0     0   449 87632 242247 23  9 68  0  0
22  0  47432 316818624     56 44579552    0    0     0   912 79890 214927 24  8 68  0  0
24  0  47432 316820032     56 44579632    0    0     0   912 79481 213398 24  8 68  0  0
15  0  47432 316760832     56 44527068    0    0     0  4238 55003 122115 25  5 70  0  0
14  0  47432 316746496     56 44527068    0    0     0  4238 54692 121032 25  5 70  0  0
16  0  47432 316793632     56 44523500    0    0     0  1480 106339 283576 34  5 60  0  0
14  0  47432 316780384     56 44523500    0    0     0  1480 106291 283454 34  5 60  0  0
25  0  47432 316451424     56 44528580    0    0     0  1852 97151 264242 30  5 64  0  0
23  0  47432 316447296     56 44528580    0    0     0  1858 97651 265553 30  5 64  0  0
14  0  47432 315182528     56 44549444    0    0     0  2450 46383 81348 28  3 68  0  0
13  0  47432 315177152     56 44549444    0    0     0  2443 45818 79944 28  3 68  0  0
19  0  47432 314730272     56 44570608    0    0     0  1500 110112 293352 37  5 58  0  0
19  0  47432 314720928     56 44570612    0    0     0  1543 110209 293477 37  5 58  0  0
13  0  47432 314653056     56 44603872    0    0     0  5302 57832 149448 36  2 62  0  0
13  0  47432 314647136     56 44603880    0    0     0  5258 57708 149238 36  2 62  0  0
14  0  47432 314054848     56 44635004    0    0     0  3827 39743 77038 34  2 65  0  0
15  0  47432 314053184     56 44635044    0    0     0  3915 39741 77044 34  2 65  0  0
22  0  47432 314104992     56 44639880    0    0     0  5873 49000 94199 34  3 63  0  0
24  0  47432 314103040     56 44639932    0    0     0  5785 49214 94626 34  3 63  0  0
14  0  47432 313995904     56 44672268    0    0     0  5708 46402 96159 37  2 62  0  0
14  0  47432 313986048     56 44672284    0    0     0  5757 46159 95647 37  2 62  0  0
11  0  47432 313796032     56 44678604    0    0     0  3620 37082 86228 34  2 64  0  0
11  0  47432 313795584     56 44678604    0    0     0  3612 37080 86218 34  2 64  0  0
11  0  47432 314144608     56 44688840    0    0     0  4944 34662 59396 29  1 69  0  0
13  0  47432 314144448     56 44689536    0    0     0  4903 34666 59474 29  1 69  0  0
13  0  47432 313737280     56 44730280    0    0     0  4068 40972 81899 34  3 63  0  0
13  0  47432 313739136     56 44728496    0    0     0  4105 40984 81913 35  3 63  0  0
16  0  47432 313877152     56 44733372    0    0     0  3185 31952 52478 31  1 68  0  0
16  0  47432 313871776     56 44733392    0    0     0  3171 31951 52406 31  1 68  0  0
13  0  47432 313888448     56 44759488    0    0     0  6324 45305 88957 36  2 62  0  0
12  0  47432 313882944     56 44758132    0    0     0  6322 45447 89491 36  2 62  0  0
13  0  47432 313634720     56 44808232    0    0     0  3376 45071 129036 36  2 62  0  0
12  0  47432 313633600     56 44808580    0    0     0  3360 44983 128633 36  2 62  0  0
17  0  47432 313795360     56 44811932    0    0     0  3975 34166 62558 31  1 67  0  0
17  0  47432 313793440     56 44812436    0    0     0  3997 34362 62941 31  1 67  0  0
13  0  47432 313625216     56 44838760    0    0     0  5741 47333 89849 36  2 62  0  0
12  0  47432 313643648     56 44838768    0    0     0  5768 47089 89340 36  2 62  0  0
24  0  47432 313553280     56 44891156    0    0     0  3274 38870 80647 34  2 65  0  0
24  0  47432 313550400     56 44892164    0    0     0  3236 39193 82285 34  2 64  0  0
15  0  47432 313672288     56 44895344    0    0     0  5190 45188 119751 33  2 65  0  0
19  0  47432 313664672     56 44895904    0    0     0  5183 45208 118952 33  2 65  0  0
18  0  47432 313478880     56 44926784    0    0     0  4598 63105 156585 38  3 59  0  0
17  0  47432 313476608     56 44927124    0    0     0  4657 62907 156160 38  3 59  0  0
17  0  47432 313426912     56 44966220    0    0     0  4343 60849 153865 35  3 63  0  0
20  0  47432 313423456     56 44966312    0    0     0  4362 61100 156269 35  3 63  0  0
15  0  47432 313351520     56 45160996    0    0     0  4871 53219 131712 34  2 64  0  0
15  0  47432 313350112     56 45161096    0    0     0  4793 52915 129020 34  2 64  0  0
12  0  47432 313330240     56 45186440    0    0     0  5654 43239 88242 36  2 63  0  0
12  0  47432 313328928     56 45186700    0    0     0  5676 43232 88316 36  2 63  0  0
18  0  47432 313118880     56 45225420    0    0     0  3883 44248 89432 35  2 63  0  0
18  0  47432 313114528     56 45227496    0    0     0  4025 44413 89776 35  2 63  0  0
17  0  47432 313294144     56 45232892    0    0     0  4273 37372 70193 33  1 66  0  0
17  0  47432 313280640     56 45233396    0    0     0  4099 37432 70235 33  2 66  0  0
12  0  47432 313379200     56 45260692    0    0     0  6217 49247 86038 36  2 62  0  0
12  0  47432 313376992     56 45262348    0    0     0  6218 49105 86188 36  2 63  0  0
12  0  47432 313037120     56 45291732    0    0     0  3455 43389 88275 35  2 63  0  0
12  0  47432 313035680     56 45293064    0    0     0  3454 43290 87719 35  2 63  0  0
17  0  47432 313167552     56 45302016    0    0     0  4185 37326 58088 33  1 66  0  0
14  0  47432 313182976     56 45303700    0    0     0  4196 37349 57992 33  1 66  0  0
17  0  47432 313012256     56 45338080    0    0     0  4438 47451 96004 35  2 64  0  0
18  0  47432 313012960     56 45338368    0    0     0  4493 47398 95899 35  2 64  0  0
14  0  47432 313114336     56 45341396    0    0     0  3821 35241 58898 32  1 66  0  0
14  0  47432 313111616     56 45341716    0    0     0  3780 35209 58889 32  1 67  0  0
11  0  47432 313168736     56 45371600    0    0     0  5757 43868 83154 32  2 66  0  0
11  0  47432 313167456     56 45371616    0    0     0  5756 43885 83215 32  2 66  0  0
14  0  47432 312907360     56 45398508    0    0     0  3418 39575 84874 35  2 64  0  0
13  0  47432 312901120     56 45399552    0    0     0  3572 39605 84927 35  2 64  0  0
11  0  47432 313112800     56 45401948    0    0     0  4205 28515 45123 26  1 73  0  0
11  0  47432 313113536     56 45401948    0    0     0  4029 28462 45024 26  1 73  0  0
19  0  47432 312664800     56 45467696    0    0     0  2728 42758 85172 36  2 62  0  0
17  0  47432 312664608     56 45466488    0    0     0  2951 43023 85639 36  2 62  0  0
26  0  47432 312901056     56 45529180    0    0     0  4481 38789 62907 32  3 65  0  0
22  0  47432 312893440     56 45533476    0    0     0  4258 39097 63645 32  3 65  0  0
13  0  47432 312555424     56 45584664    0    0     0  5038 41955 86675 35  2 64  0  0
13  0  47432 312554752     56 45585828    0    0     0  5118 41562 85906 34  2 64  0  0
19  0  47432 312956992     56 45625844    0    0     0  2707 42333 80063 35  2 64  0  0
20  0  47432 312937984     56 45628360    0    0     0  2799 42565 80482 35  2 64  0  0
22  0  47432 312889888     56 45657424    0    0     0  4881 47807 104422 36  2 62  0  0
20  0  47432 313058912     56 45658332    0    0     0  4748 47917 104929 36  2 62  0  0
18  0  47432 313007936     56 45697244    0    0     0  3827 47894 103596 37  2 61  0  0
19  0  47432 312997376     56 45699752    0    0     0  3790 47870 103604 37  2 61  0  0
33  0  47432 312565376     56 45735880    0    0     0  2464 36861 81577 35  2 63  0  0
27  0  47432 312561664     56 45736300    0    0     0  2462 36899 81488 35  2 63  0  0
25  0  47432 312740960     56 45735404    0    0     0  3733 32230 48274 33  2 65  0  0
19  0  47432 312740736     56 45735412    0    0     0  3733 31997 47331 33  2 65  0  0
17  0  47432 312628480     56 45782152    0    0     0  4087 40208 70351 37  2 61  0  0
21  0  47432 312634720     56 45776556    0    0     0  4087 40121 70332 37  2 61  0  0
22  0  47432 312905312     56 45815448    0    0     0  2109 35256 67758 34  2 64  0  0
26  0  47432 312901536     56 45815668    0    0     0  2120 35690 68796 34  2 63  0  0
14  0  47432 314387872     56 45801636    0    0     0  2979 39999 67625 32  3 66  0  0
14  0  47432 314388608     56 45800900    0    0     0  2968 39393 66287 31  3 66  0  0
19  0  47432 313829088     56 45877200    0    0     0  1423 46659 92045 35  4 61  0  0
17  0  47432 313807040     56 45878508    0    0     0  1423 46754 92149 35  4 61  0  0
17  0  47432 312949632     56 45889612    0    0     0   472 22164 17235 31  2 67  0  0
16  0  47432 312951648     56 45885956    0    0     0   472 22081 17100 31  2 67  0  0
19  0  47432 312989408     56 45888832    0    0     0  1038 23947 24127 32  2 66  0  0
16  0  47432 313057440     56 45889836    0    0     0  1050 23984 24197 32  2 66  0  0
16  0  47432 313362240     56 45921908    0    0     0   276 20215 9552 30  3 68  0  0
16  0  47432 313359872     56 45921908    0    0     0   263 20185 9513 30  3 68  0  0
16  0  47432 313045184     56 45928972    0    0     0    54 36164 55471 32  3 65  0  0
16  0  47432 313044160     56 45928972    0    0     0    54 36169 55505 32  3 65  0  0
16  0  47432 306005184     56 45909720    0    0     0    80 18260 4363 30  3 67  0  0
16  0  47432 306005184     56 45909728    0    0     0    80 18269 4336 30  3 67  0  0
16  0  47432 313046496     56 45909760    0    0     0    48 17988 3493 31  3 66  0  0
17  0  47432 313046496     56 45909760    0    0     0    48 17993 3483 31  3 66  0  0
16  0  47432 313092256     56 45866144    0    0     0    26 17671 2899 30  3 67  0  0
16  0  47432 313092448     56 45865688    0    0     0    48 17685 2893 30  3 67  0  0
16  0  47432 313107968     56 45850776    0    0     0    79 17627 2789 30  3 67  0  0
16  0  47432 313107968     56 45850780    0    0     0    56 17629 2765 30  3 67  0  0
16  0  47432 306095360     56 45828116    0    0     0    47 17678 2889 30  4 67  0  0
16  0  47432 306095712     56 45827748    0    0     0    47 17671 2876 30  4 67  0  0
16  0  47432 313935552     56 45068588    0    0     0    45 17778 2847 30  3 67  0  0
16  0  47432 313936992     56 45066744    0    0     0    45 17799 2860 30  3 67  0  0
16  0  47432 313937568     56 45066084    0    0     0    59 17588 2747 30  3 67  0  0
16  0  47432 313937728     56 45066084    0    0     0    59 17587 2746 30  3 67  0  0
17  0  47432 313938144     56 45066116    0    0     0    45 17754 3132 31  3 66  0  0
16  0  47432 313938144     56 45066116    0    0     0    45 17747 3122 31  3 66  0  0
16  0  47432 306900608     56 45066072    0    0     0    47 17950 3434 30  3 67  0  0
16  0  47432 306900640     56 45066072    0    0     0    47 17957 3452 30  3 67  0  0
43  0  47432 313926368     56 45069696    0    0     0    50 18892 1496967 31  4 65  0  0
43  0  47432 313926400     56 45069700    0    0     0    50 18949 1566629 31  4 65  0  0
43  0  47432 313921824     56 45073208    0    0     0    47 21204 3514420 32  7 62  0  0
43  0  47432 313922272     56 45073280    0    0     0    47 21200 3498704 32  7 62  0  0
70  0  47432 313904928     56 45076776    0    0     0    47 24770 11142386 32 16 52  0  0
71  0  47432 313904992     56 45076776    0    0     0    47 24841 11219785 32 16 52  0  0
98  0  47432 313901248     56 45080272    0    0     0    53 25334 11239573 33 16 51  0  0
97  0  47432 313901760     56 45080288    0    0     0    53 25400 11313231 33 16 51  0  0
98  0  47432 313897280     56 45083880    0    0     0    45 25695 11466690 33 17 50  0  0
70  0  47432 313897312     56 45083884    0    0     0    45 25697 11464334 33 16 50  0  0
97  0  47432 313892416     56 45087416    0    0     0    47 25548 10530774 34 15 51  0  0
97  0  47432 313892448     56 45087416    0    0     0    47 25572 10539796 34 15 51  0  0
96  0  47432 314013952     56 45185900    0    0     0    49 29295 14073237 32 19 49  0  0
96  0  47432 314013504     56 45185976    0    0     0    49 29305 14104040 32 19 49  0  0
177  0  47432 314004224     56 45187300    0    0     0    47 29475 18758363 32 24 44  0  0
177  0  47432 314003968     56 45187300    0    0     0    47 29574 18986297 33 24 43  0  0
150  0  47432 313999680     56 45190828    0    0     0    47 32105 23172323 33 30 37  0  0
150  0  47432 313999712     56 45190832    0    0     0    47 32079 23032781 33 30 37  0  0
177  0  47432 313997216     56 45194424    0    0     0    53 31872 20672466 35 27 38  0  0
177  0  47432 313997600     56 45194440    0    0     0    53 31903 20741024 35 27 38  0  0
150  0  47432 313993568     56 45198136    0    0     0    57 32124 19255112 36 26 38  0  0
150  0  47432 313993440     56 45198144    0    0     0    57 32077 19187279 36 26 39  0  0
174  0  47432 313870656     56 45154620    0    0     0    50 32542 23284003 35 29 36  0  0
150  0  47432 313870848     56 45153596    0    0     0    50 32516 23300950 35 29 36  0  0
150  0  47432 313799104     56 45153532    0    0     0    29 32398 21596087 36 28 36  0  0
177  0  47432 313793024     56 45153540    0    0     0    53 32412 21562527 36 28 36  0  0
204  0  47432 313709376     56 45153716    0    0     0    47 33987 24454951 36 31 33  0  0
178  0  47432 313709376     56 45153716    0    0     0    24 33990 24531729 36 31 33  0  0
205  0  47432 304035168     56 45153800    0    0     0    45 34418 27073694 34 34 32  0  0
204  0  47432 309394848     56 45153800    0    0     0    45 34459 27176194 34 34 32  0  0
177  0  47432 313708384     56 45153928    0    0     0    89 34715 29011498 33 36 31  0  0
177  0  47432 313708352     56 45153932    0    0     0    89 34685 28902199 33 35 31  0  0
124  0  47432 313541024     56 45154084    0    0     0    45 33859 24526251 34 31 35  0  0
147  0  47432 313540800     56 45154084    0    0     0    45 33782 24421749 34 30 35  0  0
150  0  47432 313541344     56 45154092    0    0     0    50 34865 29746119 34 36 30  0  0
150  0  47432 313541344     56 45154092    0    0     0    50 34984 29968396 34 36 30  0  0
124  0  47432 303840480     56 45154936    0    0     0    48 36549 30123045 33 38 29  0  0
151  0  47432 307748992     56 45154936    0    0     0    48 36495 29991484 33 38 29  0  0
204  0  47432 313497632     56 45158268    0    0     0    63 35571 30483743 33 38 30  0  0
204  0  47432 313497632     56 45158268    0    0     0    63 35598 30603651 33 38 30  0  0
150  0  47432 313485376     56 45158312    0    0     0    47 34260 27882534 33 35 32  0  0
150  0  47432 313483872     56 45158312    0    0     0    47 34177 27682771 33 35 32  0  0
123  0  47432 313285248     56 45158396    0    0     0    80 31584 21383113 34 29 37  0  0
150  0  47432 313281728     56 45158396    0    0     0    80 31624 21370563 34 29 38  0  0
204  0  47432 303499552     56 45158408    0    0     0    45 34850 27243002 34 36 31  0  0
204  0  47432 303497152     56 45158408    0    0     0    45 34847 27367735 34 36 31  0  0
150  0  47432 313133920     56 45161832    0    0     0    57 33341 25031025 33 33 34  0  0
150  0  47432 313132416     56 45161832    0    0     0    57 33342 24993847 33 33 34  0  0
150  0  47432 312962624     56 45165252    0    0     0    55 32403 25396385 33 31 36  0  0
123  0  47432 312960608     56 45165252    0    0     0    55 32371 25390765 33 31 36  0  0
204  0  47432 312836352     56 45168632    0    0     0    47 33582 27939954 33 34 33  0  0
204  0  47432 312836352     56 45168632    0    0     0    47 33662 28036715 33 34 33  0  0
177  0  47432 312833920     56 45172056    0    0     0    48 35219 31087190 33 38 29  0  0
178  0  47432 312833920     56 45172060    0    0     0    48 35178 31032404 33 38 29  0  0
185  1  47432 312831840     56 45174132    0    0     0    73 34411 29820819 32 37 31  0  0
204  1  47432 312831584     56 45174400    0    0     0    73 34448 29912245 32 37 31  0  0
204  0  47432 312830016     56 45175504    0    0     0    46 34907 30403621 33 37 30  0  0
178  0  47432 312830016     56 45175504    0    0     0    46 34925 30398162 33 37 30  0  0
177  0  47432 312826528     56 45178884    0    0     0    48 35162 29525283 34 36 30  0  0
